,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
145,249,Armadale,25 Llaneast St,4,h,366,PI,Jellis,15/10/2016,6.3,3143,4,1,2.0,495,163.0,1900.0,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836
146,251,Armadale,367 Dandenong Rd,6,h,1000,S,Marshall,17/09/2016,6.3,3143,5,3,4.0,1491,516.0,1935.0,Stonnington,-37.8602,145.013,Southern Metropolitan,4836
147,256,Armadale,10/581 Orrong Rd,1,u,31,SP,Jellis,18/03/2017,6.3,3143,1,1,1.0,0,53.0,1970.0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836
148,259,Armadale,14 New St,3,h,194,VB,Jellis,18/06/2016,6.3,3143,2,1,2.0,212,106.0,1900.0,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836
149,261,Armadale,6/51 Armadale St,2,u,81,SP,Greg,19/11/2016,6.3,3143,2,1,1.0,0,74.0,1969.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
150,262,Armadale,12/41 Kooyong Rd,2,u,65,VB,Marshall,19/11/2016,6.3,3143,3,1,1.0,0,98.0,1970.0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836
151,263,Armadale,63 Denbigh Rd,3,h,309,S,Marshall,22/05/2016,6.3,3143,3,1,2.0,328,108.0,1900.0,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836
152,266,Armadale,10/51 Armadale St,2,u,82,S,Jellis,25/02/2017,6.3,3143,2,1,1.0,2471,80.0,1970.0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836
153,268,Armadale,1/14 Denbigh Rd,2,u,61,S,hockingstuart,25/02/2017,6.3,3143,2,1,1.0,0,88.0,1970.0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836
154,269,Armadale,75 Sutherland Rd,3,h,192,S,Marshall,25/02/2017,6.3,3143,3,1,2.0,186,80.0,1920.0,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836
155,271,Armadale,1/403 Dandenong Rd,2,u,46,S,hockingstuart,27/06/2016,6.3,3143,1,1,1.0,0,76.0,1970.0,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836
156,272,Armadale,44 Denbigh Rd,4,h,638,S,Jellis,27/11/2016,6.3,3143,4,1,2.0,709,251.0,1900.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836
157,273,Armadale,44 Hampden Rd,4,h,747,VB,Kay,27/11/2016,6.3,3143,4,3,3.0,563,333.0,2000.0,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836
158,274,Armadale,3/769 High St,3,t,157,S,Jellis,27/11/2016,6.3,3143,3,1,2.0,103,3.0,2000.0,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836
159,275,Armadale,4 Mercer Rd,3,h,616,S,Marshall,27/11/2016,6.3,3143,3,2,2.0,617,285.0,1998.0,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836
160,277,Armadale,1/31 Mercer Rd,3,u,112,S,Jellis,28/05/2016,6.3,3143,2,1,1.0,0,91.0,1940.0,Stonnington,-37.853,145.0264,Southern Metropolitan,4836
161,280,Armadale,5/555 Orrong Rd,1,u,55,S,hockingstuart,28/08/2016,6.3,3143,1,1,1.0,0,53.0,2013.0,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836
162,284,Ascot Vale,30 Rothwell St,3,h,126,S,Nelson,3/12/2016,5.9,3032,3,1,2.0,298,108.0,1920.0,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567
163,285,Ascot Vale,9/5 Rothwell St,2,u,36,SP,Brad,3/12/2016,5.9,3032,2,1,1.0,0,62.0,1980.0,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567
164,286,Ascot Vale,7 Francis St,3,h,210,SP,Nelson,4/3/2017,5.9,3032,3,2,2.0,277,174.0,1910.0,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567
165,287,Ascot Vale,2/21 Harold St,2,u,40,VB,Jellis,4/3/2017,5.9,3032,2,1,1.0,423,62.0,1970.0,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567
166,288,Ascot Vale,44 The Parade,4,h,299,S,Brad,4/3/2017,5.9,3032,4,3,1.0,478,270.0,1900.0,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567
167,290,Ascot Vale,98 Epsom Rd,3,h,132,SP,Nelson,4/6/2016,5.9,3032,3,2,2.0,285,128.0,1900.0,Moonee Valley,-37.775,144.9091,Western Metropolitan,6567
168,291,Ascot Vale,8 Geddes St,2,h,82,PI,Nelson,4/6/2016,5.9,3032,2,1,1.0,214,77.0,1890.0,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567
169,292,Ascot Vale,75 Maribyrnong Rd,6,h,409,PI,Brad,4/6/2016,5.9,3032,6,3,2.0,1014,435.0,1887.0,Moonee Valley,-37.7721,144.9184,Western Metropolitan,6567
170,293,Ascot Vale,119 Roseberry St,2,h,90,SP,Maddison,4/6/2016,5.9,3032,2,1,1.0,226,92.0,1920.0,Moonee Valley,-37.7745,144.9093,Western Metropolitan,6567
171,294,Ascot Vale,10 Fenton St,2,h,147,S,Nelson,6/8/2016,5.9,3032,2,1,1.0,269,109.0,1900.0,Moonee Valley,-37.7748,144.929,Western Metropolitan,6567
172,295,Ascot Vale,10 McCully St,3,h,209,S,Nelson,6/8/2016,5.9,3032,3,1,1.0,417,168.0,1900.0,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567
173,296,Ascot Vale,120 Epsom Rd,3,h,132,S,Brad,7/5/2016,5.9,3032,3,1,2.0,350,125.0,1904.0,Moonee Valley,-37.7759,144.91,Western Metropolitan,6567
174,298,Ascot Vale,63 Kent St,2,h,90,PI,Nelson,7/5/2016,5.9,3032,2,1,1.0,118,79.0,1890.0,Moonee Valley,-37.7807,144.9288,Western Metropolitan,6567
175,299,Ascot Vale,4 The Parade,2,h,128,SP,Raine,7/5/2016,5.9,3032,2,1,1.0,173,102.0,1900.0,Moonee Valley,-37.7731,144.9206,Western Metropolitan,6567
176,300,Ascot Vale,1/17 Epsom Rd,2,u,77,S,Brad,7/11/2016,5.9,3032,2,1,2.0,228,90.0,1995.0,Moonee Valley,-37.7718,144.9066,Western Metropolitan,6567
177,301,Ascot Vale,41 Monash St,3,h,181,S,Nelson,8/10/2016,5.9,3032,4,1,2.0,594,148.0,1960.0,Moonee Valley,-37.7819,144.9064,Western Metropolitan,6567
178,304,Ascot Vale,51 Francis St,2,h,93,PI,Nelson,10/9/2016,5.9,3032,2,1,1.0,226,87.0,1900.0,Moonee Valley,-37.7774,144.9186,Western Metropolitan,6567
179,306,Ascot Vale,12 Mirams St,4,h,116,SP,Raine,10/12/2016,5.9,3032,4,1,1.0,300,185.0,1890.0,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567
180,308,Ascot Vale,78 The Parade,3,h,221,S,Nelson,11/2/2017,5.9,3032,3,1,1.0,487,131.0,1900.0,Moonee Valley,-37.7725,144.9146,Western Metropolitan,6567
181,312,Ascot Vale,26 Newsom St,3,h,137,PI,Brad,12/11/2016,5.9,3032,3,2,2.0,440,120.0,1955.0,Moonee Valley,-37.7746,144.9031,Western Metropolitan,6567
182,313,Ascot Vale,8 Pentland St,3,h,220,S,Nelson,12/11/2016,5.9,3032,3,2,2.0,532,147.0,1950.0,Moonee Valley,-37.7737,144.904,Western Metropolitan,6567
183,314,Ascot Vale,8/129 The Parade,1,u,21,S,Alexkarbon,12/11/2016,5.9,3032,1,1,1.0,0,58.0,1972.0,Moonee Valley,-37.7723,144.9094,Western Metropolitan,6567
184,315,Ascot Vale,52 Monash St,3,h,218,PI,Jellis,13/08/2016,5.9,3032,3,2,2.0,495,139.0,1920.0,Moonee Valley,-37.7821,144.9055,Western Metropolitan,6567
185,316,Ascot Vale,58 Fenton St,4,h,202,S,Nelson,14/05/2016,5.9,3032,3,2,2.0,683,232.0,1978.0,Moonee Valley,-37.775,144.93200000000004,Western Metropolitan,6567
186,317,Ascot Vale,70 Munro St,3,h,129,S,Brad,14/05/2016,5.9,3032,3,1,1.0,263,117.0,1910.0,Moonee Valley,-37.7753,144.9116,Western Metropolitan,6567
187,318,Ascot Vale,125 Epsom Rd,4,h,156,VB,Nelson,15/10/2016,5.9,3032,4,2,5.0,559,195.0,1920.0,Moonee Valley,-37.7791,144.9136,Western Metropolitan,6567
188,320,Ascot Vale,3/28 Ormond Rd,2,u,29,S,Biggin,15/10/2016,5.9,3032,2,1,1.0,0,62.0,1978.0,Moonee Valley,-37.773,144.9303,Western Metropolitan,6567
189,321,Ascot Vale,7 Angler Pde,4,h,259,S,Raine,16/04/2016,5.9,3032,4,3,2.0,562,204.0,1890.0,Moonee Valley,-37.782,144.903,Western Metropolitan,6567
190,322,Ascot Vale,26 Ayr St,6,h,219,S,Nelson,16/04/2016,5.9,3032,4,2,1.0,461,286.0,1900.0,Moonee Valley,-37.78,144.9295,Western Metropolitan,6567
191,323,Ascot Vale,2/127 Epsom Rd,2,u,63,SP,Brad,16/04/2016,5.9,3032,2,1,1.0,301,104.0,1995.0,Moonee Valley,-37.7791,144.914,Western Metropolitan,6567
192,324,Ascot Vale,57 The Parade,3,h,126,S,Nelson,16/04/2016,5.9,3032,3,3,1.0,491,127.0,1950.0,Moonee Valley,-37.7727,144.9136,Western Metropolitan,6567
193,325,Ascot Vale,62 Mirams St,3,h,116,SP,Brad,16/07/2016,5.9,3032,3,1,1.0,242,110.0,1920.0,Moonee Valley,-37.7765,144.9114,Western Metropolitan,6567
194,326,Ascot Vale,67 Hurtle St,3,h,172,SP,Brad,17/09/2016,5.9,3032,3,2,2.0,617,149.0,1930.0,Moonee Valley,-37.7742,144.906,Western Metropolitan,6567
195,327,Ascot Vale,95 Walter St,4,h,229,S,Raine,17/09/2016,5.9,3032,4,2,2.0,597,180.0,1939.0,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567
196,331,Ascot Vale,3/8 Walter St,2,t,112,SP,Nelson,18/03/2017,5.9,3032,2,2,1.0,146,132.0,2015.0,Moonee Valley,-37.7713,144.9038,Western Metropolitan,6567
197,333,Ascot Vale,12/9 Milton St,2,u,31,S,Alexkarbon,18/06/2016,5.9,3032,2,1,1.0,0,62.0,1975.0,Moonee Valley,-37.7733,144.9219,Western Metropolitan,6567
198,335,Ascot Vale,21A Geddes St,3,h,144,S,Alexkarbon,19/11/2016,5.9,3032,3,1,2.0,506,110.0,1920.0,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567
199,336,Ascot Vale,1/20 Newsom St,3,t,147,S,Jellis,19/11/2016,5.9,3032,3,2,2.0,318,160.0,2013.0,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567
200,337,Ascot Vale,4/27 Roseberry St,2,u,31,S,McDonald,19/11/2016,5.9,3032,2,1,1.0,0,65.0,1970.0,Moonee Valley,-37.7749,144.9137,Western Metropolitan,6567
201,339,Ascot Vale,43 Bloomfield Rd,4,h,219,S,Nelson,22/05/2016,5.9,3032,4,2,0.0,418,158.0,1900.0,Moonee Valley,-37.7766,144.9187,Western Metropolitan,6567
202,343,Ascot Vale,21 Middle St,3,h,162,S,Nelson,23/04/2016,5.9,3032,3,2,1.0,272,157.0,1900.0,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567
203,344,Ascot Vale,78 Francis St,3,h,163,S,Brad,24/09/2016,5.9,3032,3,1,1.0,296,104.0,1910.0,Moonee Valley,-37.777,144.9176,Western Metropolitan,6567
204,345,Ascot Vale,25 Geddes St,4,h,128,PI,Nelson,24/09/2016,5.9,3032,4,2,1.0,298,147.0,1920.0,Moonee Valley,-37.7778,144.9131,Western Metropolitan,6567
205,346,Ascot Vale,106/246 Union Rd,3,u,97,PI,Weda,24/09/2016,5.9,3032,3,2,1.0,0,148.0,1970.0,Moonee Valley,-37.7722,144.9163,Western Metropolitan,6567
206,347,Ascot Vale,18/54 Epsom Rd,2,u,21,PI,Jellis,25/02/2017,5.9,3032,2,1,1.0,1957,69.0,2012.0,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567
207,348,Ascot Vale,15 Mirams St,4,h,203,S,Jellis,25/02/2017,5.9,3032,4,1,1.0,552,155.0,1920.0,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567
208,349,Ascot Vale,44 Walter St,3,h,210,S,Barry,25/02/2017,5.9,3032,3,2,2.0,416,168.0,1900.0,Moonee Valley,-37.7727,144.9055,Western Metropolitan,6567
209,350,Ascot Vale,25 Dalgety Dr,3,h,126,S,Jellis,26/07/2016,5.9,3032,3,2,2.0,285,172.0,2011.0,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567
210,351,Ascot Vale,7 Dalgety Dr,3,h,136,S,Nelson,26/07/2016,5.9,3032,3,2,1.0,314,177.0,2010.0,Moonee Valley,-37.7778,144.9042,Western Metropolitan,6567
211,353,Ascot Vale,6 Waller Ct,3,h,96,S,Brad,26/07/2016,5.9,3032,3,2,1.0,576,120.0,1940.0,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567
212,354,Ascot Vale,17 Ascot St,2,h,81,PI,Nelson,27/06/2016,5.9,3032,2,1,3.0,252,108.0,1910.0,Moonee Valley,-37.7825,144.9206,Western Metropolitan,6567
213,355,Ascot Vale,73 Kent St,2,h,92,PI,Nelson,27/06/2016,5.9,3032,2,1,1.0,124,77.0,1900.0,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567
214,357,Ascot Vale,1 East St,3,t,137,S,Nelson,27/11/2016,5.9,3032,3,2,2.0,200,144.0,2003.0,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567
215,362,Ascot Vale,1 Bloomfield Rd,3,h,195,S,Barry,28/05/2016,5.9,3032,2,1,1.0,278,166.0,1900.0,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567
216,365,Ascot Vale,58 Bloomfield Rd,3,h,178,S,Stockdale,28/08/2016,5.9,3032,3,1,1.0,452,175.0,1960.0,Moonee Valley,-37.7762,144.9174,Western Metropolitan,6567
217,366,Ascot Vale,1/91 Epsom Rd,2,u,51,S,Nelson,28/08/2016,5.9,3032,2,1,2.0,194,71.0,1900.0,Moonee Valley,-37.7772,144.9118,Western Metropolitan,6567
218,367,Ascot Vale,5 Doncaster St,4,h,272,S,Jellis,30/07/2016,5.9,3032,4,2,4.0,598,273.0,2012.0,Moonee Valley,-37.7774,144.9104,Western Metropolitan,6567
219,370,Ashburton,61 Dent St,4,h,452,S,Marshall,3/9/2016,11.0,3147,4,3,2.0,753,399.0,2015.0,Boroondara,-37.8669,145.0767,Southern Metropolitan,3052
220,371,Ashburton,69 Albion Rd,3,h,265,S,Jellis,3/12/2016,11.0,3147,3,2,2.0,599,220.0,1930.0,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052
221,373,Ashburton,3/39 Solway St,3,t,337,S,Fletchers,3/12/2016,11.0,3147,3,3,4.0,310,315.0,2014.0,Boroondara,-37.874,145.0714,Southern Metropolitan,3052
222,376,Ashburton,3 Dunlop St,3,h,243,S,Jellis,4/6/2016,11.0,3147,3,2,2.0,731,149.0,1935.0,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052
223,377,Ashburton,16a Nicholas St,3,h,156,PI,Marshall,8/10/2016,11.0,3147,3,3,2.0,276,178.0,2004.0,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052
224,378,Ashburton,5 Nicholas St,3,h,202,S,Buxton,8/10/2016,11.0,3147,3,1,2.0,583,112.0,1950.0,Boroondara,-37.8685,145.0786,Southern Metropolitan,3052
225,379,Ashburton,115 Ashburn Gr,8,h,509,S,hockingstuart,10/9/2016,11.0,3147,9,7,4.0,1472,618.0,2009.0,Boroondara,-37.8729,145.0788,Southern Metropolitan,3052
226,381,Ashburton,1/1 Nairn St,3,h,236,S,Jellis,10/9/2016,11.0,3147,3,2,2.0,516,145.0,1920.0,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052
227,382,Ashburton,9 Gona Ct,3,h,273,S,hockingstuart,10/12/2016,11.0,3147,3,1,2.0,806,101.0,1950.0,Boroondara,-37.8695,145.084,Southern Metropolitan,3052
228,383,Ashburton,45 Yuile St,3,h,262,S,Jellis,10/12/2016,11.0,3147,3,1,3.0,780,152.0,1940.0,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052
229,384,Ashburton,47 Yuile St,4,h,242,VB,Marshall,12/11/2016,11.0,3147,4,2,2.0,780,180.0,1938.0,Boroondara,-37.86,145.0817,Southern Metropolitan,3052
230,385,Ashburton,6a Glen Rd,3,h,263,S,Jellis,14/05/2016,11.0,3147,3,2,2.0,351,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan,3052
231,386,Ashburton,18 Glen Rd,3,h,264,S,Jellis,15/10/2016,11.0,3147,3,2,3.0,702,145.0,1945.0,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052
232,388,Ashburton,29A Yuile St,5,h,616,S,Jellis,18/03/2017,11.0,3147,5,5,2.0,755,444.0,2015.0,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052
233,390,Ashburton,2/17 Ashburn Gr,3,t,118,S,Jellis,19/11/2016,11.0,3147,3,2,2.0,153,110.0,1990.0,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052
234,392,Ashburton,15 Comas Gr,5,h,471,S,Jellis,22/08/2016,11.0,3147,6,4,2.0,1075,390.0,2010.0,Boroondara,-37.8714,145.07299999999995,Southern Metropolitan,3052
235,393,Ashburton,3 Mustang Ct,3,h,233,VB,Jellis,22/08/2016,11.0,3147,3,2,2.0,710,139.0,1945.0,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052
236,394,Ashburton,63 Dent St,4,h,290,S,Jellis,25/02/2017,11.0,3147,4,2,4.0,749,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052
237,395,Ashburton,4 Vears Rd,3,h,296,S,Jellis,25/02/2017,11.0,3147,3,2,3.0,724,168.0,1940.0,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052
238,396,Ashburton,14 Lucerne St,3,h,216,S,Buxton,27/06/2016,11.0,3147,3,1,1.0,605,111.0,1950.0,Boroondara,-37.8703,145.0774,Southern Metropolitan,3052
239,397,Ashburton,5 Pitt St,2,h,221,PI,Jellis,27/06/2016,11.0,3147,2,1,1.0,687,104.0,1940.0,Boroondara,-37.872,145.0692,Southern Metropolitan,3052
240,398,Ashburton,1/65 Ashburn Gr,4,t,185,VB,Noel,27/11/2016,11.0,3147,4,2,2.0,321,199.0,2007.0,Boroondara,-37.8693,145.08,Southern Metropolitan,3052
241,400,Ashburton,48 Nicholas St,5,h,252,S,Marshall,27/11/2016,11.0,3147,5,3,4.0,700,266.0,1950.0,Boroondara,-37.8724,145.0758,Southern Metropolitan,3052
242,401,Ashburton,5 Taylor St,4,h,301,S,Jellis,27/11/2016,11.0,3147,4,2,3.0,696,274.0,2000.0,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052
243,403,Ashburton,33 Highgate Gr,4,h,288,PI,hockingstuart,28/05/2016,11.0,3147,4,2,2.0,514,240.0,1935.0,Boroondara,-37.8664,145.0772,Southern Metropolitan,3052
244,404,Ashburton,9 Pitt St,4,h,318,S,Tim,28/05/2016,11.0,3147,4,2,2.0,844,278.0,1940.0,Boroondara,-37.8715,145.0688,Southern Metropolitan,3052
245,407,Ashburton,19 Poulter St,3,h,261,S,Marshall,28/08/2016,11.0,3147,3,1,1.0,697,164.0,1947.0,Boroondara,-37.8636,145.0903,Southern Metropolitan,3052
246,411,Ashwood,1/53 Winbirra Pde,4,h,175,SP,Purplebricks,4/3/2017,12.2,3147,4,3,2.0,372,201.0,2016.0,Monash,-37.8716,145.0999,Southern Metropolitan,2894
247,412,Ashwood,18 Montrose St,2,h,152,VB,Jellis,4/6/2016,12.2,3147,2,1,2.0,695,114.0,1950.0,Monash,-37.8694,145.0944,Southern Metropolitan,2894
248,413,Ashwood,4 Scenic Dr,4,h,233,S,Fletchers,6/8/2016,12.2,3147,2,2,2.0,621,203.0,2000.0,Monash,-37.8647,145.1023,Southern Metropolitan,2894
249,415,Ashwood,1/7 Farmer St,2,t,80,S,hockingstuart,7/11/2016,12.2,3147,2,1,2.0,367,110.0,1970.0,Monash,-37.8662,145.109,Southern Metropolitan,2894
250,416,Ashwood,1/136 High Street Rd,3,h,92,PI,Fletchers,7/11/2016,12.2,3147,3,2,4.0,400,94.0,1950.0,Monash,-37.8675,145.106,Southern Metropolitan,2894
251,419,Ashwood,35 Douglas St,3,h,207,S,Fletchers,10/9/2016,12.2,3147,3,1,1.0,792,792.0,1950.0,Monash,-37.864,145.0972,Southern Metropolitan,2894
252,420,Ashwood,95 Huntingdale Rd,4,h,156,VB,Tim,10/12/2016,12.2,3147,3,2,2.0,803,152.0,1970.0,Monash,-37.8621,145.1126,Southern Metropolitan,2894
253,422,Ashwood,1/7 Murra Ct,2,u,78,S,Ray,14/05/2016,12.2,3147,2,1,1.0,216,90.0,2003.0,Monash,-37.8711,145.1017,Southern Metropolitan,2894
254,423,Ashwood,58 Ashwood Dr,3,h,258,S,Jellis,15/10/2016,12.2,3147,3,2,3.0,782,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan,2894
255,424,Ashwood,3 Harold St,4,h,233,S,Buxton,15/10/2016,12.2,3147,4,2,1.0,593,255.0,1930.0,Monash,-37.8655,145.096,Southern Metropolitan,2894
256,426,Ashwood,16 Scenic Dr,5,h,238,S,Buxton,17/09/2016,12.2,3147,5,3,2.0,585,317.0,2000.0,Monash,-37.8637,145.1024,Southern Metropolitan,2894
257,427,Ashwood,4/36 Queens Pde,2,u,61,S,Noel,18/03/2017,12.2,3147,2,1,1.0,153,80.0,1970.0,Monash,-37.8696,145.0962,Southern Metropolitan,2894
258,430,Ashwood,17 Parkhill Dr,4,h,183,S,Tim,19/11/2016,12.2,3147,4,2,2.0,766,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894
259,431,Ashwood,2/6 Murra Ct,2,u,80,S,hockingstuart,22/08/2016,12.2,3147,2,1,2.0,192,88.0,2007.0,Monash,-37.8709,145.102,Southern Metropolitan,2894
260,433,Ashwood,4 Teck St,2,h,158,S,Fletchers,24/09/2016,12.2,3147,2,1,1.0,586,86.0,1950.0,Monash,-37.8683,145.1082,Southern Metropolitan,2894
261,434,Ashwood,14 Ashwood Dr,3,h,195,S,Jellis,25/02/2017,12.2,3147,3,1,1.0,760,120.0,1960.0,Monash,-37.858,145.1038,Southern Metropolitan,2894
262,435,Ashwood,1/2 Condah Ct,3,h,110,S,Noel,25/02/2017,12.2,3147,3,2,1.0,320,85.0,1958.0,Monash,-37.87,145.1103,Southern Metropolitan,2894
263,436,Ashwood,1/16 Raymond St,3,t,118,S,Jellis,27/11/2016,12.2,3147,3,2,2.0,256,134.0,2012.0,Monash,-37.8655,145.1096,Southern Metropolitan,2894
264,437,Ashwood,4 Newbury Ct,3,h,175,VB,Buxton,28/05/2016,12.2,3147,3,2,2.0,839,198.0,1970.0,Monash,-37.8614,145.1098,Southern Metropolitan,2894
265,438,Ashwood,2/53 Salisbury Rd,3,t,105,S,Barry,28/08/2016,12.2,3147,2,1,2.0,212,130.0,2012.0,Monash,-37.8723,145.1089,Southern Metropolitan,2894
266,439,Avondale Heights,8 Norma Ct,3,h,109,S,Moonee,3/9/2016,10.5,3034,3,1,1.0,593,118.0,1970.0,Moonee Valley,-37.7677,144.8674,Western Metropolitan,4502
267,440,Avondale Heights,9 Rogerson St,3,h,90,SP,Moonee,3/9/2016,10.5,3034,3,1,1.0,0,103.0,1980.0,Moonee Valley,-37.7634,144.8611,Western Metropolitan,4502
268,441,Avondale Heights,157 Canning St,3,t,109,S,Nelson,3/12/2016,10.5,3034,3,3,1.0,557,181.0,2017.0,Moonee Valley,-37.77,144.8572,Western Metropolitan,4502
269,444,Avondale Heights,2 Arbor Tce,4,h,167,S,Nelson,4/6/2016,10.5,3034,3,2,2.0,569,225.0,2008.0,Moonee Valley,-37.7654,144.8655,Western Metropolitan,4502
270,448,Avondale Heights,68 Thompson St,3,h,76,S,Nelson,6/8/2016,10.5,3034,3,1,2.0,570,120.0,1970.0,Moonee Valley,-37.7591,144.8542,Western Metropolitan,4502
271,451,Avondale Heights,97 Military Rd,3,h,66,SP,Moonee,8/10/2016,10.5,3034,3,1,1.0,550,143.0,1970.0,Moonee Valley,-37.7632,144.8622,Western Metropolitan,4502
272,453,Avondale Heights,3 Clive Ct,4,h,128,S,Moonee,10/12/2016,10.5,3034,4,3,3.0,761,281.0,1970.0,Moonee Valley,-37.7524,144.8714,Western Metropolitan,4502
273,464,Avondale Heights,9 Willow Dr,3,h,109,S,Moonee,18/03/2017,10.5,3034,3,1,2.0,766,149.0,1970.0,Moonee Valley,-37.7522,144.8518,Western Metropolitan,4502
274,466,Avondale Heights,8 Herbert St,3,h,81,S,Nelson,22/05/2016,10.5,3034,3,1,1.0,581,106.0,1960.0,Moonee Valley,-37.7691,144.8575,Western Metropolitan,4502
275,467,Avondale Heights,2 Hillman Ct,4,h,156,VB,Brad,22/05/2016,10.5,3034,4,3,2.0,873,395.0,1992.0,Moonee Valley,-37.7609,144.8639,Western Metropolitan,4502
276,468,Avondale Heights,20 Westminster Dr,3,h,117,S,Nelson,22/05/2016,10.5,3034,3,1,1.0,586,118.0,1965.0,Moonee Valley,-37.7642,144.8603,Western Metropolitan,4502
277,470,Avondale Heights,1/24 Bordeaux St,2,h,46,S,Nelson,24/09/2016,10.5,3034,2,1,1.0,220,101.0,1995.0,Moonee Valley,-37.756,144.8641,Western Metropolitan,4502
278,471,Avondale Heights,72 Military Rd,4,h,76,PI,Nelson,24/09/2016,10.5,3034,4,2,2.0,554,140.0,1960.0,Moonee Valley,-37.7649,144.8633,Western Metropolitan,4502
279,475,Avondale Heights,2 Drake Ct,3,h,113,S,Edward,25/02/2017,10.5,3034,3,1,3.0,812,117.0,1960.0,Moonee Valley,-37.765,144.8578,Western Metropolitan,4502
280,478,Avondale Heights,109 North Rd,4,h,92,S,Nelson,26/07/2016,10.5,3034,4,2,2.0,589,150.0,1961.0,Moonee Valley,-37.7573,144.8534,Western Metropolitan,4502
281,479,Avondale Heights,2/4 Carmyle Ct,2,u,25,PI,Barry,27/11/2016,10.5,3034,2,1,1.0,0,85.0,1995.0,Moonee Valley,-37.7608,144.863,Western Metropolitan,4502
282,482,Avondale Heights,10 Skewes St,3,h,100,S,Nelson,27/11/2016,10.5,3034,3,2,2.0,593,103.0,1970.0,Moonee Valley,-37.7607,144.8581,Western Metropolitan,4502
283,485,Avondale Heights,43 Skewes St,3,h,67,S,Nelson,28/05/2016,10.5,3034,4,2,1.0,582,153.0,1950.0,Moonee Valley,-37.7584,144.8568,Western Metropolitan,4502
284,489,Balaclava,18 Linton St,4,h,293,S,Gary,3/9/2016,6.6,3183,3,2,1.0,244,180.0,1900.0,Port Phillip,-37.8668,144.9928,Southern Metropolitan,2952
285,490,Balaclava,7/72 Grosvenor St,2,u,25,PI,hockingstuart,3/12/2016,6.6,3183,2,1,2.0,0,61.0,1965.0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952
286,492,Balaclava,1/34 Gourlay St,2,t,140,S,Gary,7/11/2016,6.6,3183,2,1,2.0,114,120.0,2000.0,Port Phillip,-37.8723,144.9961,Southern Metropolitan,2952
287,493,Balaclava,4/9 Gourlay St,2,u,42,S,Buxton,15/10/2016,6.6,3183,2,1,1.0,0,65.0,1960.0,Port Phillip,-37.8725,144.9952,Southern Metropolitan,2952
